nombre,sexo,url,url_original,foto_local,foto_cdn,foto_credito,partido,periodo,periodo_tiempo,orden_destacado,estado,distrito,fecha_nacimiento,imagen_seo,,,,
Torreblanca Engell Santiago,0,torreblanca-engell-santiago,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=426,diputados-federales/LXV-legislatura/torreblanca-engell-santiago.jpg,https://live.staticflickr.com/65535/52021451900_33ccfc742a_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/485_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Circ. 4,14/febrero/1982,https://live.staticflickr.com/65535/52028066435_798d17f04a_b.jpg,,,,
Torres Ajuria Herminio,0,torres-ajuria-herminio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=582,diputados-federales/LXV-legislatura/torres-ajuria-herminio.jpg,https://live.staticflickr.com/65535/52021189664_e4c36b1e8d_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/526_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,12,Dtto. 8,15/febrero/1973,https://live.staticflickr.com/65535/52027553236_44a190c61f_b.jpg,,,,
Torres Graciano Fernando,0,torres-graciano-fernando,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=77,diputados-federales/LXV-legislatura/torres-graciano-fernando.jpg,https://live.staticflickr.com/65535/52020934036_3ccb34bf73_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/384_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,12,Dtto. 3,27/agosto/1970,https://live.staticflickr.com/65535/52027800539_6ff2991ef0_b.jpg,,,,
Tovar Vargas José Salvador,0,tovar-vargas-jose-salvador,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=583,diputados-federales/LXV-legislatura/tovar-vargas-jose-salvador.jpg,https://live.staticflickr.com/65535/52019894002_037669575a.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/388_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,12,Dtto. 9,18/abril/1987,https://live.staticflickr.com/65535/52027589908_a54c8a890c_b.jpg,,,,
Triana Tena Jorge,0,triana-tena-jorge,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=54,diputados-federales/LXV-legislatura/triana-tena-jorge.jpg,https://live.staticflickr.com/65535/52020934046_5fedc88928_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/418_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Dtto. 17,8/septiembre/1976,https://live.staticflickr.com/65535/52027553186_d1b78f24bb_b.jpg,,,,
Valenzuela González Carlos Alberto,0,valenzuela-gonzalez-carlos-alberto,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=383,diputados-federales/LXV-legislatura/valenzuela-gonzalez-carlos-alberto.jpg,https://live.staticflickr.com/65535/52021189684_9b01d76ccc_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/470_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,30,Circ. 3,18/abril/1983,https://live.staticflickr.com/65535/52027590463_0e3441a5c6_b.jpg,,,,
Valenzuela Sánchez Ana Laura,1,valenzuela-sanchez-ana-laura,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=428,diputados-federales/LXV-legislatura/valenzuela-sanchez-ana-laura.jpg,https://live.staticflickr.com/65535/52020976308_90859e91f8.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/062_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Circ. 4,4/julio/1992,https://live.staticflickr.com/65535/52027590448_f8d91fce29_b.jpg,,,,
Varela Pinedo Miguel Ángel,0,varela-pinedo-miguel-angel,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=298,diputados-federales/LXV-legislatura/varela-pinedo-miguel-angel.jpg,https://live.staticflickr.com/65535/52019894027_d7971f4954_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/455_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,32,Dtto. 2,27/diciembre/1988,https://live.staticflickr.com/65535/52027799854_cb53fbe507_b.jpg,,,,
Verástegui Ostos Vicente Javier,0,verastegui-ostos-vicente-javier,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=265,diputados-federales/LXV-legislatura/verastegui-ostos-vicente-javier.jpg,https://live.staticflickr.com/65535/52021451945_0f4dd3550b_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/456_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,28,Dtto. 6,3/septiembre/1963,https://live.staticflickr.com/65535/52028066895_c1c8674bd9_b.jpg,,,,
Villarreal Elizondo Yolanda,1,villarreal-elizondo-yolanda,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=843,diputados-federales/LXV-legislatura/villarreal-elizondo-yolanda.jpg,https://live.staticflickr.com/65535/52021451950_1bfcc80a5b_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/530_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Circ. 2,3/octubre/1951,https://live.staticflickr.com/65535/52026509462_49a3607777_b.jpg,,,,
Villarreal García Ricardo,0,villarreal-garcia-ricardo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=76,diputados-federales/LXV-legislatura/villarreal-garcia-ricardo.jpg,https://live.staticflickr.com/65535/52020976323_41b75edb84_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/262_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,12,Dtto. 2,12/abril/1981,https://live.staticflickr.com/65535/52027589898_ffed4fdcef_b.jpg,,,,
Zapata Meraz José Antonio,0,zapata-meraz-jose-antonio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=237,diputados-federales/LXV-legislatura/zapata-meraz-jose-antonio.jpg,https://live.staticflickr.com/65535/52020976338_ce76177398_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/046_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,24,Dtto. 5,15/diciembre/1981,https://live.staticflickr.com/65535/52028066840_d11ccd1bf8_b.jpg,,,,
Zavala Gómez del Campo Margarita Ester,1,zavala-gomez-del-campo-margarita-ester,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=47,diputados-federales/LXV-legislatura/zavala-gomez-del-campo-margarita-ester.jpg,https://live.staticflickr.com/65535/52021451990_dcae082d25_n.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/400_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,98,7,Dtto. 10,25/julio/1967,https://live.staticflickr.com/65535/52026509377_6673c4188e_b.jpg,,,,
Zepeda Martínez Leticia,1,zepeda-martinez-leticia,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=462,diputados-federales/LXV-legislatura/zepeda-martinez-leticia.jpg,https://live.staticflickr.com/65535/52020934141_5385a4a123_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/491_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Circ. 5,7/julio/1976,https://live.staticflickr.com/65535/52028066790_b37cb3bef4_b.jpg,,,,
Abramo Masso Yerico,0,abramo-masso-yerico,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=65,diputados-federales/LXV-legislatura/abramo-masso-yerico.jpg,https://live.staticflickr.com/65535/52019890987_b75e0c179d_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/063_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,8,Dtto. 4,17/octubre/1975,https://live.staticflickr.com/65535/52027555726_f46752853f_b.jpg,,,,
Aceves García Norma Angélica,1,aceves-garcia-norma-angelica,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=473,diputados-federales/LXV-legislatura/aceves-garcia-norma-angelica.jpg,https://live.staticflickr.com/65535/52021448840_b842bf79fb_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/148_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Circ. 5,22/julio/1977,https://live.staticflickr.com/65535/52027803044_4dee6a303a_b.jpg,,,,
Acosta Peña Brasil Alberto,0,acosta-pena-brasil-alberto,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=476,diputados-federales/LXV-legislatura/acosta-pena-brasil-alberto.jpg,https://live.staticflickr.com/65535/52019890997_3d52e33d3a_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/315_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Circ. 5,21/junio/1970,https://live.staticflickr.com/65535/52028069565_08e9ee7cce_b.jpg,,,,
Aguilar Castillo Ricardo,0,aguilar-castillo-ricardo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=468,diputados-federales/LXV-legislatura/aguilar-castillo-ricardo.jpg,https://live.staticflickr.com/65535/52021186524_3ef717b7c4_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/164_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Circ. 5,5/agosto/1970,https://live.staticflickr.com/65535/52027555616_b787634f04_b.jpg,,,,
Aguilar Cifuentes Yeimi Yazmín,1,aguilar-cifuentes-yeimi-yazmin,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=20,diputados-federales/LXV-legislatura/aguilar-cifuentes-yeimi-yazmin.jpg,https://live.staticflickr.com/65535/52021186529_938098bbda_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/072_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,5,Dtto. 5,3/enero/1989,https://live.staticflickr.com/65535/52026512087_b61c55c668_b.jpg,,,,
Aguirre Maldonado Ma. De Jesús,1,aguirre-maldonado-ma-de-jesus,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=194,diputados-federales/LXV-legislatura/aguirre-maldonado-ma-de-jesus.jpg,https://live.staticflickr.com/65535/52020930821_b54b13fd83_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/087_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Dtto. 8,25/diciembre/1961,https://live.staticflickr.com/65535/52027555566_392a789426_b.jpg,,,,
Alcalá Ruiz Blanca Maria del Socorro,1,alcala-ruiz-blanca-maria-del-socorro,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=435,diputados-federales/LXV-legislatura/alcala-ruiz-blanca-maria-del-socorro.jpg,https://live.staticflickr.com/65535/52019891017_d94c100106.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/180_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,21,Circ. 4,8/octubre/1961,https://live.staticflickr.com/65535/52027555541_62f6df006b_b.jpg,,,,
Alcantara Rojas Maria Guadalupe,1,alcantara-rojas-maria-guadalupe,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=431,diputados-federales/LXV-legislatura/alcantara-rojas-maria-guadalupe.jpg,https://live.staticflickr.com/65535/52020930826_2f1747eb6f_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/176_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Circ. 4,30/junio/1948,https://live.staticflickr.com/65535/52027802909_78b9ebeef6_b.jpg,,,,
Amezcua González Cristina,1,amezcua-gonzalez-cristina,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=64,diputados-federales/LXV-legislatura/amezcua-gonzalez-cristina.jpg,https://live.staticflickr.com/65535/52021186599_e02c006b75_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/069_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,8,Dtto. 3,16/noviembre/1977,https://live.staticflickr.com/65535/52026511937_c0a4c98870_b.jpg,,,,
Angulo Briceño Pablo Guillermo,0,angulo-briceno-pablo-guillermo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=387,diputados-federales/LXV-legislatura/angulo-briceno-pablo-guillermo.jpg,https://live.staticflickr.com/65535/52020973163_2b6432ba9c_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/191_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,4,Circ. 3,1/agosto/1990,https://live.staticflickr.com/65535/52027555421_884a88c135_b.jpg,,,,
Arcos Velázquez Montserrat Alicia,1,arcos-velazquez-montserrat-alicia,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=355,diputados-federales/LXV-legislatura/arcos-velazquez-montserrat-alicia.jpg,https://live.staticflickr.com/65535/52020930901_c043b5fa67_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/050_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,28,Circ. 2,5/junio/1982,https://live.staticflickr.com/65535/52027802749_21f296aeba_b.jpg,,,,
Armentía López Pedro,0,armentia-lopez-pedro,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=393,diputados-federales/LXV-legislatura/armentia-lopez-pedro.jpg,https://live.staticflickr.com/65535/52019891097_52edc38c2b_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/184_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,4,Circ. 3,24/abril/1985,https://live.staticflickr.com/65535/52027800564_b7c8e5ac6d_b.jpg,,,,
Ayala Villalobos Karla,1,ayala-villalobos-karla,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=42,diputados-federales/LXV-legislatura/ayala-villalobos-karla.jpg,https://live.staticflickr.com/65535/52021448960_03c9203b07_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/065_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Dtto. 5,27/febrero/1999,https://live.staticflickr.com/65535/52026509347_0c0ac4443a_b.jpg,,,,
Azuara Yarzábal Frinné,1,azuara-yarzabal-frinne,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=359,diputados-federales/LXV-legislatura/azuara-yarzabal-frinne.jpg,https://live.staticflickr.com/65535/52019891102_6f95ff5a0a_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/043_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,24,Circ. 2,3/marzo/1956,https://live.staticflickr.com/65535/52027555351_05dba14831_b.jpg,,,,
Barrera Fortoul Laura,1,barrera-fortoul-laura,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=471,diputados-federales/LXV-legislatura/barrera-fortoul-laura.jpg,https://live.staticflickr.com/65535/52020973243_1030630d67_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/061_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Circ. 5,10/mayo/1976,https://live.staticflickr.com/65535/52027802634_9f87c9bc39_b.jpg,,,,
Barrón Perales Karina Marlen,1,barron-perales-karina-marlen,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=196,diputados-federales/LXV-legislatura/barron-perales-karina-marlen.jpg,https://live.staticflickr.com/65535/52021449010_384f8d6be3_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/081_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Dtto. 10,3/septiembre/1979,https://live.staticflickr.com/65535/52028069250_bb04cf457d_b.jpg,,,,
Bernal Bolnik Sue Ellen,1,bernal-bolnik-sue-ellen,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=166,diputados-federales/LXV-legislatura/bernal-bolnik-sue-ellen.jpg,https://live.staticflickr.com/65535/52021186669_358fbc560b_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/080_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 41,25/septiembre/1982,https://live.staticflickr.com/65535/52027592468_60cc70857e_b.jpg,,,,
Bueno Zertuche Jaime,0,bueno-zertuche-jaime,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=68,diputados-federales/LXV-legislatura/bueno-zertuche-jaime.jpg,https://live.staticflickr.com/65535/52019891177_b36e55845e_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/071_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,8,Dtto. 7,7/diciembre/1974,https://live.staticflickr.com/65535/52028069200_934996e75b_b.jpg,,,,
Camarena Jáuregui María del Refugio,0,camarena-jauregui-maria-del-refugio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=125,diputados-federales/LXV-legislatura/camarena-jauregui-maria-del-refugio.jpg,https://live.staticflickr.com/65535/52021449050_32e6153673_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/075_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 20,26/marzo/1988,https://live.staticflickr.com/65535/52027802524_8a5dbc9975_b.jpg,,,,
Campos Huirache Adriana,1,campos-huirache-adriana,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=173,diputados-federales/LXV-legislatura/campos-huirache-adriana.jpg,https://live.staticflickr.com/65535/52020973298_fb48dd4c74_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/077_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,16,Dtto. 7,1/diciembre/1978,https://live.staticflickr.com/65535/52027802514_dac819bc5e_b.jpg,,,,
Cantú Ramírez Andrés Mauricio,0,cantu-ramirez-andres-mauricio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=188,diputados-federales/LXV-legislatura/cantu-ramirez-andres-mauricio.jpg,https://live.staticflickr.com/65535/52021449060_2dc297ea19_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/088_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Dtto. 2,23/junio/1971,https://live.staticflickr.com/65535/52027555196_cd5b70fcf4_b.jpg,,,,
Cárdenas Monroy Oscar Gustavo,0,cardenas-monroy-oscar-gustavo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=128,diputados-federales/LXV-legislatura/cardenas-monroy-oscar-gustavo.jpg,https://live.staticflickr.com/65535/52020973318_cfaf00a761_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/076_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 3,4/marzo/1953,https://live.staticflickr.com/65535/52027592403_4feb5f6a92_b.jpg,,,,
Carvajal Isunza Sofia,1,carvajal-isunza-sofia,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=361,diputados-federales/LXV-legislatura/carvajal-isunza-sofia.jpg,https://live.staticflickr.com/65535/52019891207_445ae5ba84_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/175_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,12,Circ. 2,19/febrero/1965,https://live.staticflickr.com/65535/52027555156_b250268bfc_b.jpg,,,,
Casique Zárate Javier,0,casique-zarate-javier,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=474,diputados-federales/LXV-legislatura/casique-zarate-javier.jpg,https://live.staticflickr.com/65535/52020931021_52e63e5ebe_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/186_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Circ. 5,10/octubre/1967,https://live.staticflickr.com/65535/52027802434_4d16cfc1ea_b.jpg,,,,
Castellanos Ramírez Alan,0,castellanos-ramirez-alan,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=164,diputados-federales/LXV-legislatura/castellanos-ramirez-alan.jpg,https://live.staticflickr.com/65535/52020931831_5bfcd9d2cd_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/082_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 39,3/septiembre/1986,https://live.staticflickr.com/65535/52027592303_5fc2f35af4_b.jpg,,,,
Cruz Mendoza Eufrosina,1,cruz-mendoza-eufrosina,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=388,diputados-federales/LXV-legislatura/cruz-mendoza-eufrosina.jpg,https://live.staticflickr.com/65535/52020974223_d7b3feecef_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/192_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,20,Circ. 3,1/enero/1979,https://live.staticflickr.com/65535/52028068810_3bf479038a_b.jpg,,,,
Dávila Ramírez Carolina,1,davila-ramirez-carolina,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=300,diputados-federales/LXV-legislatura/davila-ramirez-carolina.jpg,https://live.staticflickr.com/65535/52019892077_530dd530df_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/090_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,32,Dtto. 4,16/julio/1987,https://live.staticflickr.com/65535/52028068795_10c1ac1659_b.jpg,,,,
de la Torre Valdez Yolanda,1,de-la-torre-valdez-yolanda,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=315,diputados-federales/LXV-legislatura/de-la-torre-valdez-yolanda.jpg,https://live.staticflickr.com/65535/52020974248_6b2683ae88_b.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/281_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,10,Circ. 1,6/abril/1964,https://live.staticflickr.com/65535/52027590273_515fe4ec94_b.jpg,,,,
Díaz Tejeda Nelida Ivonne Sabrina,1,diaz-tejeda-nelida-ivonne-sabrina,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=313,diputados-federales/LXV-legislatura/diaz-tejeda-nelida-ivonne-sabrina.jpg,https://live.staticflickr.com/65535/52021187599_ba1c829ea0_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/171_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,18,Circ. 1,22/septiembre/1968,https://live.staticflickr.com/65535/52027554896_bd04ed7c48_b.jpg,,,,
Espinoza Eguia Juan Francisco,0,espinoza-eguia-juan-francisco,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=195,diputados-federales/LXV-legislatura/espinoza-eguia-juan-francisco.jpg,https://live.staticflickr.com/65535/52021449900_27b4e229d4_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/085_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Dtto. 9,10/noviembre/1971,https://live.staticflickr.com/65535/52027800149_f314dbcffc_b.jpg,,,,
Fernández Hernández Shamir,0,fernandez-hernandez-shamir,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=67,diputados-federales/LXV-legislatura/fernandez-hernandez-shamir.jpg,https://live.staticflickr.com/65535/52019892137_512ff825ee_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/074_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,8,Dtto. 6,17/febrero/1976,https://live.staticflickr.com/65535/52028068580_37e37eb808_b.jpg,,,,
Fletes Araiza José Guadalupe,0,fletes-araiza-jose-guadalupe,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=123,diputados-federales/LXV-legislatura/fletes-araiza-jose-guadalupe.jpg,https://live.staticflickr.com/65535/52020974293_44fd2d0519_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/070_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 18,12/diciembre/1983,https://live.staticflickr.com/65535/52026511607_ba899277bc_b.jpg,,,,
Fuentes Ávila Rodrigo,0,fuentes-avila-rodrigo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=358,diputados-federales/LXV-legislatura/fuentes-avila-rodrigo.jpg,https://live.staticflickr.com/65535/52021449935_86e003679b_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/174_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,8,Circ. 2,13/marzo/1971,https://live.staticflickr.com/65535/52027802744_e1cbd3c90a_b.jpg,,,,
Gamboa Miner Pablo,0,gamboa-miner-pablo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=391,diputados-federales/LXV-legislatura/gamboa-miner-pablo.jpg,https://live.staticflickr.com/65535/52021187649_98f320e52b_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/189_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,31,Circ. 3,5/abril/1986,https://live.staticflickr.com/65535/52027590948_7fc3856dfb_b.jpg,,,,
Garza Ochoa José Luis,0,garza-ochoa-jose-luis,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=198,diputados-federales/LXV-legislatura/garza-ochoa-jose-luis.jpg,https://live.staticflickr.com/65535/52019892642_5736935957_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/089_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Dtto. 12,11/enero/1974,https://live.staticflickr.com/65535/52027554831_4ff80f90ac_b.jpg,,,,
Gómez Villanueva Augusto,0,gomez-villanueva-augusto,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=436,diputados-federales/LXV-legislatura/gomez-villanueva-augusto.jpg,https://live.staticflickr.com/65535/52019892672_8712a6b6a0_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/193_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Circ. 4,23/agosto/1929,https://live.staticflickr.com/65535/52028068635_2d7864b1f5_b.jpg,,,,
