nombre,sexo,url,url_original,foto_local,foto_cdn,foto_credito,partido,periodo,periodo_tiempo,orden_destacado,estado,distrito,fecha_nacimiento,imagen_seo,,,,
Juárez Navarrete Berenice,1,juarez-navarrete-berenice,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=172,diputados-federales/LXV-legislatura/juarez-navarrete-berenice.jpg,https://live.staticflickr.com/65535/52020932631_f510e7661a_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/435_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,16,Dtto. 6,14/septiembre/1979,https://live.staticflickr.com/65535/52027591473_079d549bcb_b.jpg,,,,
Lara Carreón Diana María Teresa,1,lara-carreon-diana-maria-teresa,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=43,diputados-federales/LXV-legislatura/lara-carreon-diana-maria-teresa.jpg,https://live.staticflickr.com/65535/52021450600_1801f50168_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/233_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Dtto. 6,26/enero/1985,https://live.staticflickr.com/65535/52027801629_abfe491221_b.jpg,,,,
Lixa Abimerhi José Elías,0,lixa-abimerhi-jose-elias,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=385,diputados-federales/LXV-legislatura/lixa-abimerhi-jose-elias.jpg,https://live.staticflickr.com/65535/52021188799_0047d62a88_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/348_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,31,Circ. 3,28/febrero/1987,https://live.staticflickr.com/65535/52027554301_0d33d1e3bb_b.jpg,,,,
López Sosa Mariela,1,lopez-sosa-mariela,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=345,diputados-federales/LXV-legislatura/lopez-sosa-mariela.jpg,https://live.staticflickr.com/65535/52021451110_7024419ee5_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/462_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,28,Circ. 2,10/agosto/1963,https://live.staticflickr.com/65535/52026510492_d3806ddaf2_b.jpg,,,,
Loyola Vera Ignacio,0,loyola-vera-ignacio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=226,diputados-federales/LXV-legislatura/loyola-vera-ignacio.jpg,https://live.staticflickr.com/65535/52020975453_dcbbb1a7a9_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/051_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,22,Dtto. 3,10/septiembre/1954,https://live.staticflickr.com/65535/52027801679_33aae67f44_b.jpg,,,,
Luna Ayala Noemi Berenice,1,luna-ayala-noemi-berenice,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=351,diputados-federales/LXV-legislatura/luna-ayala-noemi-berenice.jpg,https://live.staticflickr.com/65535/52021451120_ba2969f05e_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/461_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,32,Circ. 2,9/junio/1984,https://live.staticflickr.com/65535/52027801534_892ca0238b_b.jpg,,,,
Macías Olvera Felipe Fernando,0,macias-olvera-felipe-fernando,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=227,diputados-federales/LXV-legislatura/macias-olvera-felipe-fernando.jpg,https://live.staticflickr.com/65535/52020975463_f87a7fd29b_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/489_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,22,Dtto. 4,4/abril/1986,https://live.staticflickr.com/65535/52027554281_9e5da3fddd_b.jpg,,,,
Macías Zambrano Gustavo,0,macias-zambrano-gustavo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=106,diputados-federales/LXV-legislatura/macias-zambrano-gustavo.jpg,https://live.staticflickr.com/65535/52021451125_223effb560_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/475_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 1,26/agosto/1969,https://live.staticflickr.com/65535/52027591493_61f9dbb83b_b.jpg,,,,
Madrazo Limón Carlos,0,madrazo-limon-carlos,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=140,diputados-federales/LXV-legislatura/madrazo-limon-carlos.jpg,https://live.staticflickr.com/65535/52021188854_1958d86fd7_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/427_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 15,2/febrero/1952,https://live.staticflickr.com/65535/52028068075_714c7d4659_b.jpg,,,,
Mandujano Tinajero Esther,1,mandujano-tinajero-esther,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=88,diputados-federales/LXV-legislatura/mandujano-tinajero-esther.jpg,https://live.staticflickr.com/65535/52021451135_142c4ed446_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/471_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,12,Dtto. 14,15/julio/1971,https://live.staticflickr.com/65535/52027554081_1ca92a555b_b.jpg,,,,
Martínez López Paulo Gonzalo,0,martinez-lopez-paulo-gonzalo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=3,diputados-federales/LXV-legislatura/martinez-lopez-paulo-gonzalo.jpg,https://live.staticflickr.com/65535/52021188859_852658286f_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/406_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,1,Dtto. 3,13/diciembre/1976,https://live.staticflickr.com/65535/52026509042_4b7648f08a_b.jpg,,,,
Mata Atilano Noel,0,mata-atilano-noel,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=1,diputados-federales/LXV-legislatura/mata-atilano-noel.jpg,https://live.staticflickr.com/65535/52021451140_3e50620125_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/389_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,1,Dtto. 1,4/noviembre/1966,https://live.staticflickr.com/65535/52028068010_c90cdc8b6a_b.jpg,,,,
Mata Carrasco Mario,0,mata-carrasco-mario,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=33,diputados-federales/LXV-legislatura/mata-carrasco-mario.jpg,https://live.staticflickr.com/65535/52020975483_f665347131_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/416_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,6,Dtto. 5,20/marzo/1962,https://live.staticflickr.com/65535/52027800004_61ccf242b9_b.jpg,,,,
Mata Lozano Lizbeth,1,mata-lozano-lizbeth,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=307,diputados-federales/LXV-legislatura/mata-lozano-lizbeth.jpg,https://live.staticflickr.com/65535/52021451160_97715cb159_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/425_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,2,Circ. 1,10/enero/1984,https://live.staticflickr.com/65535/52026509017_143d22b44d_b.jpg,,,,
Maturino Manzanera Juan Carlos,0,maturino-manzanera-juan-carlos,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=306,diputados-federales/LXV-legislatura/maturino-manzanera-juan-carlos.jpg,https://live.staticflickr.com/65535/52019893272_de48ba69f9_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/480_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,10,Circ. 1,19/julio/1979,https://live.staticflickr.com/65535/52026510452_c80c5b1c3e_b.jpg,,,,
Mendoza Acevedo Luis Alberto,0,mendoza-acevedo-luis-alberto,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=52,diputados-federales/LXV-legislatura/mendoza-acevedo-luis-alberto.jpg,https://live.staticflickr.com/65535/52019893297_96a66baf71_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/048_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Dtto. 15,12/enero/1980,https://live.staticflickr.com/65535/52027554026_c117a14fbb_b.jpg,,,,
Monraz Ibarra Miguel Ángel,0,monraz-ibarra-miguel-angel,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=308,diputados-federales/LXV-legislatura/monraz-ibarra-miguel-angel.jpg,https://live.staticflickr.com/65535/52020933176_1ab9908a6c_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/476_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Circ. 1,17/julio/1973,https://live.staticflickr.com/65535/52028067885_a79263374f_b.jpg,,,,
Montes Estrada Berenice,1,montes-estrada-berenice,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=75,diputados-federales/LXV-legislatura/montes-estrada-berenice.jpg,https://live.staticflickr.com/65535/52020975513_13a1215124_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/419_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,12,Dtto. 1,15/septiembre/1978,https://live.staticflickr.com/65535/52026510282_c5bed9a313_b.jpg,,,,
Morales Flores Jesús Fernando,0,morales-flores-jesus-fernando,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=802,diputados-federales/LXV-legislatura/morales-flores-jesus-fernando.jpg,https://live.staticflickr.com/65535/52020975528_acd870eb03_b.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/503_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,26,Circ. 1,7/mayo/1973,https://live.staticflickr.com/65535/52026510367_52282b4a10_b.jpg,,,,
Murillo Manríquez Sonia,1,murillo-manriquez-sonia,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=305,diputados-federales/LXV-legislatura/murillo-manriquez-sonia.jpg,https://live.staticflickr.com/65535/52021451220_04bdb93318_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/467_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,3,Circ. 1,30/noviembre/1972,https://live.staticflickr.com/65535/52027553906_8738531aa8_b.jpg,,,,
Núñez Cerón Sarai,1,nunez-ceron-sarai,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=86,diputados-federales/LXV-legislatura/nunez-ceron-sarai.jpg,https://live.staticflickr.com/65535/52019893347_cbe1c00cc9_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/424_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,12,Dtto. 12,17/abril/1979,https://live.staticflickr.com/65535/52026510257_327f97675a_b.jpg,,,,
Olvera Coronel Lilia Caritina,1,olvera-coronel-lilia-caritina,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=427,diputados-federales/LXV-legislatura/olvera-coronel-lilia-caritina.jpg,https://live.staticflickr.com/65535/52021451235_a21c1c6b85_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/472_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,29,Circ. 4,31/marzo/1964,https://live.staticflickr.com/65535/52026510207_e46f2b14e5_b.jpg,,,,
Olvera Higuera Claudia Gabriela,1,olvera-higuera-claudia-gabriela,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=149,diputados-federales/LXV-legislatura/olvera-higuera-claudia-gabriela.jpg,https://live.staticflickr.com/65535/52021188939_246cc6d469_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/432_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 24,31/diciembre/1967,https://live.staticflickr.com/65535/52028067665_0d9e592911_b.jpg,,,,
Oranday Aguirre Nora Elva,1,oranday-aguirre-nora-elva,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=349,diputados-federales/LXV-legislatura/oranday-aguirre-nora-elva.jpg,https://live.staticflickr.com/65535/52020933231_c0a780e5a0_b.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/483_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Circ. 2,30/noviembre/1959,https://live.staticflickr.com/65535/52026509007_5a7c916e73_b.jpg,,,,
Pacheco Marrufo Rommel Aghmed,0,pacheco-marrufo-rommel-aghmed,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=294,diputados-federales/LXV-legislatura/pacheco-marrufo-rommel-aghmed.jpg,https://live.staticflickr.com/65535/52020975558_1acd07d184_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/064_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,31,Dtto. 3,12/julio/1986,https://live.staticflickr.com/65535/52028067760_712e364dd7_b.jpg,,,,
Patrón Laviada Cecilia Anunciación,1,patron-laviada-cecilia-anunciacion,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=295,diputados-federales/LXV-legislatura/patron-laviada-cecilia-anunciacion.jpg,https://live.staticflickr.com/65535/52020933866_b42fa17502_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/464_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,31,Dtto. 4,25/marzo/1971,https://live.staticflickr.com/65535/52027801149_4778a47897_b.jpg,,,,
Pérez Díaz Victor Manuel,0,perez-diaz-victor-manuel,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=348,diputados-federales/LXV-legislatura/perez-diaz-victor-manuel.jpg,https://live.staticflickr.com/65535/52021451750_9b8dc4a368_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/482_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Circ. 2,1/junio/1969,https://live.staticflickr.com/65535/52028067750_b06914ff91_b.jpg,,,,
Pérez-Jaén Zermeño María Elena,1,perez-jaen-zermeno-maria-elena,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=841,diputados-federales/LXV-legislatura/perez-jaen-zermeno-maria-elena.jpg,https://live.staticflickr.com/65535/52020976093_b9158ce160.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/520_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,1,Circ. 2,31/julio/1961,https://live.staticflickr.com/65535/52026510092_e4ee5b991c_b.jpg,,,,
Quadri de La Torre Gabriel Ricardo,0,quadri-de-la-torre-gabriel-ricardo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=60,diputados-federales/LXV-legislatura/quadri-de-la-torre-gabriel-ricardo.jpg,https://live.staticflickr.com/65535/52021451760_cb2a380656_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/403_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Dtto. 23,4/agosto/1954,https://live.staticflickr.com/65535/52028067525_64283db425_b.jpg,,,,
Quintana Martínez Carlos Humberto,0,quintana-martinez-carlos-humberto,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=176,diputados-federales/LXV-legislatura/quintana-martinez-carlos-humberto.jpg,https://live.staticflickr.com/65535/52021451780_87747121ee_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/466_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,16,Dtto. 10,4/marzo/1980,https://live.staticflickr.com/65535/52027590938_3430471125_b.jpg,,,,
Ramírez Barba Éctor Jaime,0,ramirez-barba-ector-jaime,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=79,diputados-federales/LXV-legislatura/ramirez-barba-ector-jaime.jpg,https://live.staticflickr.com/65535/52021451790_2286db1ae2_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/396_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,12,Dtto. 5,1/diciembre/1956,https://live.staticflickr.com/65535/52028067445_ea68437127_b.jpg,,,,
Rendón García Cesar Augusto,0,rendon-garcia-cesar-augusto,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=852,diputados-federales/LXV-legislatura/rendon-garcia-cesar-augusto.jpg,https://live.staticflickr.com/65535/52020933911_e0315a3626_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/517_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,28,Circ. 2,14/junio/1978,https://live.staticflickr.com/65535/52027800904_3261ca99cc_b.jpg,,,,
Reza Gallegos Rocío Esmeralda,1,reza-gallegos-rocio-esmeralda,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=301,diputados-federales/LXV-legislatura/reza-gallegos-rocio-esmeralda.jpg,https://live.staticflickr.com/65535/52020976158_2286db1ae2_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/477_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,6,Circ. 1,19/abril/1968,https://live.staticflickr.com/65535/52027590868_749f745dac_b.jpg,,,,
Riestra Piña Mario Gerardo,0,riestra-pina-mario-gerardo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=220,diputados-federales/LXV-legislatura/riestra-pina-mario-gerardo.jpg,https://live.staticflickr.com/65535/52019893872_018bbb02e5_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/399_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,21,Dtto. 12,2/octubre/1981,https://live.staticflickr.com/65535/52026510072_26ffd7ac6c_b.jpg,,,,
Rivera Gutiérrez Riult,0,rivera-gutierrez-riult,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=69,diputados-federales/LXV-legislatura/rivera-gutierrez-riult.jpg,https://live.staticflickr.com/65535/52021451795_3c38d58ebd_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/420_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,9,Dtto. 1,5/agosto/1981,https://live.staticflickr.com/65535/52028066395_7a6e2948ce_b.jpg,,,,
Rocha Acosta Sonia,1,rocha-acosta-sonia,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=224,diputados-federales/LXV-legislatura/rocha-acosta-sonia.jpg,https://live.staticflickr.com/65535/52019893887_a494dd319b_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/478_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,22,Dtto. 1,30/marzo/1978,https://live.staticflickr.com/65535/52027553561_4f46c772cc_b.jpg,,,,
Rodríguez Rivera Iván Arturo,0,rodriguez-rivera-ivan-arturo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=147,diputados-federales/LXV-legislatura/rodriguez-rivera-ivan-arturo.jpg,https://live.staticflickr.com/65535/52019893902_38d652544a_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/429_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 22,2/mayo/1974,https://live.staticflickr.com/65535/52027800864_d2e67c3afe_b.jpg,,,,
Romero Herrera Jorge,0,romero-herrera-jorge,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=422,diputados-federales/LXV-legislatura/romero-herrera-jorge.jpg,https://live.staticflickr.com/65535/52021189574_161d29b772_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/187_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Circ. 4,3/enero/1979,https://live.staticflickr.com/65535/52027590733_24cc5cde98_b.jpg,,,,
Romero Hicks Juan Carlos,0,romero-hicks-juan-carlos,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=78,diputados-federales/LXV-legislatura/romero-hicks-juan-carlos.jpg,https://live.staticflickr.com/65535/52021451815_66f9b2de61_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/039_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,12,Dtto. 4,10/diciembre/1955,https://live.staticflickr.com/65535/52027800819_dd81761382_b.jpg,,,,
Romero Velázquez Krishna Karina,1,romero-velazquez-krishna-karina,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=144,diputados-federales/LXV-legislatura/romero-velazquez-krishna-karina.jpg,https://live.staticflickr.com/65535/52021451820_93b00f361e_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/430_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 19,14/mayo/1996,https://live.staticflickr.com/65535/52028067315_4900028c7f_b.jpg,,,,
Romo Cuéllar Martha Estela,1,romo-cuellar-martha-estela,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=107,diputados-federales/LXV-legislatura/romo-cuellar-martha-estela.jpg,https://live.staticflickr.com/65535/52021451835_d3f84b5ebe_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/369_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 2,14/marzo/1985,https://live.staticflickr.com/65535/52028067300_1cb3daa5f8_b.jpg,,,,
Rubio Fernández Paulina,1,rubio-fernandez-paulina,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=303,diputados-federales/LXV-legislatura/rubio-fernandez-paulina.jpg,https://live.staticflickr.com/65535/52020976218_4a2aeac9d8_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/486_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Circ. 1,15/enero/1983,https://live.staticflickr.com/65535/52028067290_d443276139_b.jpg,,,,
Salgado Almaguer Pedro,0,salgado-almaguer-pedro,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=190,diputados-federales/LXV-legislatura/salgado-almaguer-pedro.jpg,https://live.staticflickr.com/65535/52021451845_95dcf1e08b_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/481_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Dtto. 4,13/febrero/1973,https://live.staticflickr.com/65535/52027553456_87e26b8687_b.jpg,,,,
Sánchez Velázquez Ana Laura,1,sanchez-velazquez-ana-laura,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=120,diputados-federales/LXV-legislatura/sanchez-velazquez-ana-laura.jpg,https://live.staticflickr.com/65535/52020933996_469d8f3b58_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/423_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 15,5/septiembre/1988,https://live.staticflickr.com/65535/52028067225_45b5f7e06e_b.jpg,,,,
Sánchez Zepeda Rodrigo,0,sanchez-zepeda-rodrigo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=170,diputados-federales/LXV-legislatura/sanchez-zepeda-rodrigo.jpg,https://live.staticflickr.com/65535/52020976243_162060ecda_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/393_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,16,Dtto. 4,17/septiembre/1964,https://live.staticflickr.com/65535/52027800709_aab6efc211_b.jpg,,,,
Solórzano Gallego Marcia,1,solorzano-gallego-marcia,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=225,diputados-federales/LXV-legislatura/solorzano-gallego-marcia.jpg,https://live.staticflickr.com/65535/52020976263_6a3af1428e_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/454_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,22,Dtto. 2,3/diciembre/1969,https://live.staticflickr.com/65535/52026509697_e53ff0ae0b_b.jpg,,,,
Tejeda Cid Armando,0,tejeda-cid-armando,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=461,diputados-federales/LXV-legislatura/tejeda-cid-armando.jpg,https://live.staticflickr.com/65535/52019893967_592a4da8a1_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/310_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,16,Circ. 5,21/septiembre/1984,https://live.staticflickr.com/65535/52027590553_43e499e0f8_b.jpg,,,,
Téllez Hernández Héctor Saúl,0,tellez-hernandez-hector-saul,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=61,diputados-federales/LXV-legislatura/tellez-hernandez-hector-saul.jpg,https://live.staticflickr.com/65535/52020934016_52d6bfbb19_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/402_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Dtto. 24,13/junio/1974,https://live.staticflickr.com/65535/52027553286_127de678b8_b.jpg,,,,
Terrazas Baca Patricia,1,terrazas-baca-patricia,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=35,diputados-federales/LXV-legislatura/terrazas-baca-patricia.jpg,https://live.staticflickr.com/65535/52019893987_be16c1b3ce_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/163_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,6,Dtto. 7,26/septiembre/1966,https://live.staticflickr.com/65535/52027799889_772d5978ef_b.jpg,,,,
Tinajero Robles Desiderio,0,tinajero-robles-desiderio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=108,diputados-federales/LXV-legislatura/tinajero-robles-desiderio.jpg,https://live.staticflickr.com/65535/52021451890_cb7c26861d_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/422_foto_chica.jpg,1,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 3,22/octubre/1953,https://live.staticflickr.com/65535/52027800589_28f563d862_b.jpg,,,,
